Seed,NW1,NW2,Trees,Unsolvable?
246,71,6,35215865944,0
247,72,32,17049532824,0
248,65,6,207000000000,0
249,75,28,5589091328,0
250,72,6,20286840605,0
251,68,20,51570032119,0
252,73,34,8785477735,0
253,69,10,50320418592,0
254,75,24,5952431031,0
255,74,32,4757552928,0
256,75,18,6055714560,0
257,72,28,14404642560,0
258,76,32,3948868200,0
259,70,22,15826089943,0
260,74,20,7860892107,0
261,68,18,42330661007,0
262,75,30,4528163776,0
263,74,22,9894297295,0
264,73,22,7754789441,0
265,74,38,5710436256,0
266,73,24,13530415500,0
267,67,6,71078780913,0
268,79,40,971584695,0
269,73,36,5609945712,0
270,75,22,6826464228,0
271,71,22,13605275392,0
272,72,10,18937569104,0
273,74,16,10377694037,0
274,70,26,39574039500,0
275,71,22,21431729630,0
276,74,16,11369236644,0
277,71,8,32702766240,0
278,69,10,41905134018,0
279,71,22,21935380572,0
280,76,38,3325662074,0
281,71,26,17073202176,0
282,75,12,6840108527,0
283,74,22,8841112777,0
284,74,16,9943502420,0
285,71,14,25962127872,0
286,74,40,6931972656,0
287,79,68,654426720,0
288,69,10,35892655362,0
289,74,36,6097471140,0
290,79,28,1377511200,0
291,61,10,443000000000,0
292,72,0,27015744000,0
293,74,30,5235545095,0
294,71,30,20592124844,0
295,73,30,10605353520,0
296,67,2,111000000000,0
297,73,38,7726821300,0
298,66,12,84379528880,0
299,74,24,10023471780,0
300,69,22,21778127043,0
301,74,16,10093365079,0
302,78,38,2120234508,0
303,71,8,28434222612,0
304,75,10,7684175446,0
305,75,34,4729782036,0
306,75,30,6951521894,0
307,78,28,2385453849,0
308,74,40,7806456495,0
309,74,46,5764939776,0
310,76,28,3990948192,0
311,72,18,17761050573,0
312,69,24,49958470112,0
313,70,16,34370297116,0
314,64,4,249000000000,0
315,68,4,79585936955,0
316,77,38,2672919553,0
317,71,12,29092119728,0
318,70,14,26069484612,0
319,72,32,14195070225,0
320,60,6,501000000000,0
321,65,34,67838335775,0
322,71,30,18828362088,0
323,75,22,6722340520,0
324,71,12,21719645892,0
325,72,14,14547051127,0
326,71,16,19821108293,0
327,73,14,10918349917,0
328,70,26,31208971286,0
329,78,48,1540072289,0
330,75,26,5203620048,0
331,72,34,17071367184,0
332,73,44,5079805980,0
333,66,12,119000000000,0
334,69,4,64640318956,0
335,65,2,211000000000,0
336,72,22,19930292224,0
337,73,22,10963862491,0
338,70,18,30899385792,0
339,74,16,9973680833,0
340,74,24,7312239991,0
341,77,48,2338430616,0
342,66,22,59455913349,0
343,72,30,13586801548,0
344,74,14,11379144756,0
345,70,6,35933933472,0
346,72,36,11149057728,0
347,67,12,74617816518,0
348,73,28,9908659608,0
349,73,20,12888910490,0
350,75,44,3252322024,0
351,77,42,3349477669,0
352,74,20,10978791120,0
353,67,10,78659574264,0
354,71,34,6352803520,0
355,75,34,6224133965,0
356,71,18,15945102880,0
357,76,24,4753492277,0
358,78,50,1510096896,0
359,67,34,20028288000,0
360,71,34,17430940500,0
361,61,12,196000000000,0
362,73,12,13915933448,0
363,70,14,26454529948,0
364,75,26,7005739416,0
365,67,18,82040225679,0
366,81,74,439485900,0
367,71,18,19675196389,0
368,68,18,53737946833,0
369,70,10,37414371288,0
370,70,6,30962949993,0
371,72,10,20339887980,0
372,71,8,33961835485,0
373,67,14,71253386847,0
374,68,4,73024153768,0
375,68,18,54104151402,0
376,74,18,9600099254,0
377,69,8,51847688897,0
378,70,6,46796524362,0
379,68,22,39967061099,0
380,69,10,44075138760,0
381,71,24,17007466731,0
382,69,12,56037547440,0
383,70,10,34102457741,0
384,74,42,6778252350,0
385,72,30,16999776668,0
386,76,28,4975870655,0
387,68,14,59455515366,0
388,70,14,31684330240,0
389,71,20,16765441056,0
390,71,18,20612293380,0
391,60,2,610000000000,0
392,74,26,7378841844,0
393,70,16,34677798084,0
394,68,4,76155138522,0
395,75,20,6137080677,0
396,68,4,72082491217,0
397,68,31,0,1
398,67,6,90366833712,0
399,75,30,4426038735,0
400,73,20,11955362245,0
401,75,24,6516225648,0
402,75,28,5004661564,0
403,70,6,38144865672,0
404,72,28,10330822656,0
405,77,46,2366557284,0
406,70,8,36293356176,0
407,68,18,68964825344,0
408,70,12,40846318820,0
409,56,4,1660000000000,0
410,80,62,621519840,0
411,69,0,60089396013,0
412,74,28,6846328476,0
413,73,38,7120873063,0
414,71,16,20092498200,0
415,71,14,18962120556,0
416,69,20,29503435040,0
417,75,22,6741695703,0
418,74,36,5463587085,0
419,76,24,3366075717,0
420,74,10,9714633655,0
421,61,0,569000000000,0
422,72,12,16198108416,0
423,73,30,7287213360,0
424,68,8,52333748257,0
425,72,36,11994429696,0
426,72,8,14225147008,0
427,67,18,64121397320,0
428,65,10,185000000000,0
429,71,8,19082523194,0
430,69,28,34769353080,0
431,79,46,1376890196,0
432,74,20,7224422432,0
433,74,32,7613714757,0
434,71,12,23863490861,0
435,77,42,1953407453,0
436,77,26,3059466824,0
437,73,50,5047641456,0
438,74,26,6902477964,0
439,71,14,28611741648,0
440,67,10,90331868480,0
441,73,30,14453191840,0
442,69,22,24039707456,0
443,75,26,5110359040,0
444,72,32,9200471378,0
445,72,20,15122928640,0
446,66,14,86748311154,0
447,72,28,10790202963,0
448,64,4,242000000000,0
449,64,10,173000000000,0
450,71,36,14298690560,0
451,70,10,32019217552,0
452,73,10,11366626704,0
453,77,26,3840356352,0
454,75,26,6327700082,0
455,74,12,12230936672,0
456,67,14,66049991112,0
457,66,4,111000000000,0
458,66,4,118000000000,0
459,72,26,15075376128,0
460,63,6,334000000000,0
461,74,22,8331376704,0
462,72,24,9919233744,0
463,72,10,15276913886,0
464,69,12,54261728640,0
465,73,20,12134967461,0
466,71,22,17861768663,0
467,75,30,5622661520,0
468,70,18,29020977480,0
469,65,10,118000000000,0
470,74,28,7483657613,0
471,70,38,8887444856,0
472,68,8,56336781874,0
473,74,18,9839556968,0
474,74,26,10192941703,0
475,69,10,32749282699,0
476,71,14,25196267568,0
477,75,24,4649509088,0
478,71,18,15494814640,0
479,73,18,14572820156,0
480,72,22,9326061807,0
481,70,20,33231810287,0
482,74,14,8764463096,0
483,72,18,12693433536,0
484,73,20,12157282008,0
485,78,44,1297900450,0
486,72,18,16651256832,0
487,73,22,11177167620,0
488,77,34,2301230592,0
489,72,32,11294256375,0
490,70,22,28493023644,0
491,77,36,3152874543,0
492,73,30,8237162777,0
493,63,20,92112170976,0
494,71,18,22637225881,0
495,66,6,103000000000,0
496,68,6,69129464652,0
497,74,36,3468601248,0
498,67,4,94300045136,0
499,74,24,8768728720,0
500,68,26,32708730459,0
501,74,26,8309212089,0
502,75,26,7221112351,0
503,70,20,30416390984,0
504,73,42,4225300812,0
505,68,14,47207992661,0
506,72,30,13821797629,0
507,79,48,1154588950,0
508,81,54,627308535,0
509,80,40,794200380,0
510,76,18,4142220104,0
511,71,18,19375189904,0
512,74,18,10545910515,0
513,72,22,12618720000,0
514,75,30,6257184192,0
515,72,18,18081268011,0
516,77,18,3922658042,0
517,71,20,18787784703,0
518,72,14,19285441623,0
519,75,10,8118905895,0
520,70,43,0,1
521,75,32,3710039508,0
522,75,38,4941284824,0
523,78,48,1969721280,0
524,76,24,4980454049,0
525,67,10,90751038441,0
526,75,32,4158333159,0
527,71,14,24991570080,0
528,66,6,118000000000,0
529,76,26,4806212040,0
530,77,34,2003600300,0
531,68,24,54644930460,0
532,77,34,3271899145,0
533,65,0,206000000000,0
534,72,20,23505775104,0
535,70,14,37607231088,0
536,73,12,13718016269,0
537,75,54,2085695424,0
538,76,34,3782018064,0
539,73,32,7884103680,0
540,72,28,8109357200,0
541,75,22,6213221952,0
542,74,14,9588877641,0
543,71,2,36782803073,0
544,75,24,6863924683,0
545,76,36,3701417376,0
546,75,20,7799978590,0
547,78,46,1076002648,0
548,74,16,10946664037,0
549,75,32,4534776000,0
550,70,18,28294530220,0
551,73,46,5937806502,0
552,77,30,3999364588,0
553,72,4,25900158195,0
554,75,34,4956513620,0
555,76,40,2480184408,0
556,59,0,1080000000000,0
557,76,38,2795843655,0
558,75,34,6842215583,0
559,68,12,54032546072,0
560,72,18,19625787650,0
561,75,26,5463963685,0
562,65,8,135000000000,0
563,71,18,27480850292,0
564,67,6,104000000000,0
565,73,20,12447280076,0
566,72,32,14085214548,0
567,73,22,6712716360,0
568,76,32,3199169589,0
569,74,32,5812318331,0
570,79,36,1196159705,0
571,68,12,60257226104,0
572,72,14,21072433212,0
573,70,20,18454794215,0
574,64,10,251000000000,0
575,75,34,4331933935,0
576,70,6,36896854224,0
577,80,68,577867776,0
578,68,28,23049330744,0
579,70,6,39700347525,0
580,74,18,9207174607,0
581,73,26,12487642000,0
582,56,2,1390000000000,0
583,71,30,9421670628,0
584,70,12,38547954977,0
585,66,4,118000000000,0
586,70,12,35419477680,0
587,73,22,7814509400,0
588,65,8,170000000000,0
589,77,38,2271306534,0
590,67,20,43100202700,0
591,69,36,18360921600,0
592,74,40,4304687597,0
593,83,62,275154456,0
594,77,44,1972006701,0
595,75,22,7909305194,0
596,72,18,13490650629,0
597,71,20,19112788844,0
598,74,20,7852585620,0
599,68,12,59358184481,0
600,74,24,9722296023,0
601,73,12,13542809605,0
602,71,16,25110980069,0
603,74,18,7591728693,0
604,72,30,8070758400,0
605,69,20,33447425300,0
606,70,12,34185716716,0
607,75,24,4907410826,0
608,71,8,30923038007,0
609,68,2,81703854036,0
610,68,14,56660794832,0
611,62,16,308000000000,0
612,71,22,20220806492,0
613,68,8,63745165120,0
614,67,6,112000000000,0
615,67,6,107000000000,0
616,63,4,279000000000,0
617,72,8,16622081924,0
618,75,22,5998233940,0
619,64,8,284000000000,0
620,75,24,5898911168,0
621,71,22,16138136272,0
622,71,16,26871940305,0
623,76,20,3875256432,0
624,74,14,13257261027,0
625,73,12,17790986832,0
626,71,18,23672333954,0
627,66,4,156000000000,0
628,69,18,39827575704,0
629,75,24,5307050368,0
630,74,4,12267748061,0
631,69,20,49460226480,0
632,72,28,15670359252,0
633,79,40,1381106544,0
634,74,32,8997363648,0
635,76,32,3601532130,0
636,69,16,32557466052,0
637,68,24,48399578740,0
638,68,4,48855642472,0
639,70,12,31916287031,0
640,68,12,54638053596,0
641,76,38,2511097125,0
642,70,38,23442567288,0
643,69,8,45123388299,0
644,72,20,17027265152,0
645,77,42,2407189109,0
646,69,10,41887079544,0
647,73,42,7023032100,0
648,70,0,43045369871,0
649,69,12,43158258784,0
650,75,18,5127983424,0
651,74,12,10325081025,0
652,73,26,5923868625,0
653,68,10,45409165056,0
654,65,12,124000000000,0
655,66,2,158000000000,0
656,75,46,5427502136,0
657,74,12,9622152876,0
658,74,18,8259599985,0
659,73,20,12455976657,0
660,67,22,43562113760,0
661,76,28,3105673815,0
662,76,26,4033014336,0
663,79,44,1327705187,0
664,68,10,55310055647,0
665,70,14,30641572612,0
666,72,22,14196805060,0
667,68,8,63223011369,0
668,73,30,10624775168,0
669,65,0,197000000000,0
670,73,20,11540245248,0
671,71,14,24752797844,0
672,75,22,6709883520,0
673,63,8,316000000000,0
674,75,20,7239376886,0
675,77,16,3897488960,0
676,70,12,31994382483,0
677,69,18,23378352748,0
678,70,16,31395001592,0
679,70,18,26848764704,0
680,70,22,28847530900,0
681,77,38,3087753984,0
682,71,22,23729064534,0
683,63,28,126000000000,0
684,78,42,1659012270,0
685,75,32,6480101453,0
686,69,14,38652734241,0
687,68,6,59555366272,0
688,73,36,11579132610,0
689,64,12,193000000000,0
690,72,6,22806760448,0
691,65,20,44534519120,0
692,72,14,15380659413,0
693,73,12,14648941796,0
694,69,12,48162449160,0
695,71,28,19135915029,0
696,76,20,4718884788,0
697,77,34,3042806988,0
698,73,24,10756866246,0
699,77,38,2949424128,0
700,68,10,71669369661,0
701,70,18,24623671440,0
702,68,10,66444558336,0
703,72,18,19107589501,0
704,64,4,204000000000,0
705,74,18,8274989664,0
706,68,4,78588895197,0
707,70,8,44120222562,0
708,70,14,31573215855,0
709,75,28,5639937728,0
710,73,20,8532218085,0
711,74,20,8441301792,0
712,74,36,7682570828,0
713,76,18,3522400000,0
714,72,16,22252550775,0
715,74,40,7303387872,0
716,72,16,16582787938,0
717,69,14,34032971736,0
718,71,16,27782684880,0
719,68,12,56163823520,0
720,70,26,23081728152,0
721,73,38,6732446886,0
722,69,14,49015343904,0
723,75,14,6847837555,0
724,74,14,10268800920,0
725,74,8,11162491008,0
726,75,30,7558370533,0
727,75,44,1323261072,0
728,71,8,19345639059,0
729,72,6,21420159588,0
730,70,2,43646023475,0
731,78,52,1578023724,0
732,78,18,2447317564,0
733,73,34,5756761164,0
734,65,10,118000000000,0
735,71,22,13983971763,0
736,72,18,15163285941,0
737,73,30,8468098250,0
738,63,6,313000000000,0
739,75,48,3756096576,0
740,72,42,4913593200,0
741,70,8,23756991246,0
742,73,14,14591611808,0
743,62,12,261000000000,0
744,74,14,9471218320,0
745,76,20,4254429515,0
746,71,14,21181004616,0
747,70,22,26917493265,0
748,68,6,75645419244,0
749,72,20,20445097923,0
750,74,24,7252032780,0
751,76,34,3971126124,0
752,72,10,23569782633,0
753,71,40,10625623648,0
754,73,22,12309005312,0
755,66,8,99237832305,0
756,70,18,27924334329,0
757,71,20,23656859696,0
758,67,16,60389694288,0
759,76,24,4177401787,0
760,72,22,11465795136,0
761,74,32,7787809424,0
762,71,12,24987541032,0
763,72,16,17170976375,0
764,68,16,61799165888,0
765,72,12,19396172185,0
766,74,36,7157669120,0
767,72,18,16501621103,0
768,72,22,19725502480,0
769,76,30,3346386960,0
770,74,14,8704657728,0
771,78,54,570664611,0
772,74,44,5149664184,0
773,63,6,290000000000,0
774,74,22,8945445888,0
775,69,20,32411568888,0
776,69,40,17427544272,0
777,62,0,575000000000,0
778,74,22,6904421208,0
779,78,46,1868530489,0
780,62,12,323000000000,0
781,73,28,8045453556,0
782,70,16,20937578626,0
783,76,18,3878985768,0
784,72,20,22361209344,0
785,74,38,6319255852,0
786,74,20,8119478448,0
787,71,18,22828562727,0
788,76,40,2934537508,0
789,78,64,1266156480,0
790,72,8,21735536640,0
791,77,14,3009564432,0
792,69,2,46243732864,0
793,73,26,10981699969,0
794,71,18,19386304589,0
795,77,26,2868797122,0
796,66,26,40161300719,0
797,74,38,6755764736,0
798,68,14,71945731290,0
799,73,10,13176845661,0
800,75,14,7178784144,0
801,74,34,5353717977,0
802,68,30,32330607784,0
803,71,26,12255594848,0
804,71,6,30791572611,0
805,74,20,9446812935,0
806,76,22,6122688111,0
807,74,32,7081613569,0
808,73,10,17047111491,0
809,71,10,29899190864,0
810,69,6,53744673417,0
811,77,36,2442727464,0
812,70,14,38132618844,0
813,75,30,6549300000,0
814,75,50,5498077956,0
815,68,12,47051105040,0
816,76,32,4635867320,0
817,72,20,9776639103,0
818,73,24,9156304584,0
819,73,16,15594985800,0
820,73,14,13487296452,0
821,69,2,58565096132,0
822,67,2,98143582095,0
823,71,10,32231400528,0
824,73,16,10830856423,0
825,71,18,18151075953,0
826,78,30,1896247986,0
827,69,18,30031419591,0
828,67,6,55171497600,0
829,79,52,936368180,0
830,67,10,74876190120,0
831,67,18,78757782112,0
832,74,18,8470935039,0
833,72,34,7431942192,0
834,69,10,50663016432,0
835,73,8,15182594740,0
836,67,18,84170806560,0
837,68,16,37795664124,0
838,74,22,8335138924,0
839,74,36,8673438592,0
840,73,22,7957662720,0
841,70,4,35787591408,0
842,70,16,27449267796,0
843,78,42,1416463722,0
844,70,28,22841000336,0
845,75,26,7473504930,0
846,71,10,25849331228,0
847,62,14,179000000000,0
848,69,10,42528494277,0
849,68,16,33284615040,0
850,66,4,134000000000,0
851,78,42,1737676812,0
852,71,22,18755850480,0
853,71,4,35667334948,0
854,75,28,7703019520,0
855,73,14,13151654100,0
856,68,14,63158088274,0
857,72,28,14225734656,0
858,68,4,72952261472,0
859,75,14,7740938240,0
860,73,26,9999199600,0
861,68,22,27919048500,0
862,69,34,19641758500,0
863,73,8,13282294557,0
864,73,20,10547865720,0
865,76,32,3810543468,0
866,71,22,21723494912,0
867,69,14,41968757196,0
868,69,24,38380766848,0
869,73,20,12253994879,0
870,69,36,23093750040,0
871,69,16,33144938280,0
872,72,16,14855582616,0
873,76,44,2771692992,0
874,78,52,1455048000,0
875,71,20,30333835497,0
876,73,12,9702729180,0
877,74,24,7181887860,0
878,65,0,203000000000,0
879,74,22,7271376102,0
880,78,48,1799056560,0
881,70,6,33941957788,0
882,67,4,126000000000,0
883,69,18,42925291838,0
884,70,20,25395442551,0
885,77,40,2313847655,0
886,71,14,24253262892,0
887,72,28,12326602736,0
888,65,4,152000000000,0
889,80,52,830821260,0
890,73,24,8382196528,0
891,62,8,387000000000,0
892,73,16,12420892988,0
893,65,24,87770995291,0
894,76,26,4687819016,0
895,79,40,1397395725,0
896,73,44,8051161536,0
897,74,16,9712261520,0
898,69,12,35723894332,0
899,76,22,5279907121,0
900,66,8,110000000000,0
901,67,0,109000000000,0
902,71,10,26233495932,0
903,73,42,8882510352,0
904,77,52,2654888172,0
905,71,20,16596468864,0
906,73,24,9606779168,0
907,75,24,5238207225,0
908,67,8,78314387424,0
909,71,16,19165859180,0
910,73,20,11043658416,0
911,75,36,4734468956,0
912,74,18,10758560952,0
913,63,2,241000000000,0
914,75,28,5898288265,0
915,64,10,145000000000,0
916,72,26,13624023661,0
917,79,36,1274187776,0
918,72,20,11567377737,0
919,73,38,12489812370,0
920,65,18,86711041396,0
921,72,20,18957769767,0
922,66,28,33342297124,0
923,69,12,44121459584,0
924,72,36,11324307420,0
925,70,14,37451909979,0
926,75,20,4490618195,0
927,74,28,7773051468,0
928,77,24,2959933397,0
929,69,10,56259129593,0
930,67,8,88103287225,0
931,70,14,25277640192,0
932,60,2,817000000000,0
933,77,24,2496391872,0
934,74,24,6516538480,0
935,70,20,23219833248,0
936,73,24,8936308605,0
937,74,18,11118042750,0
938,77,18,3683031552,0
939,66,18,72060487488,0
940,66,4,166000000000,0
941,63,0,312000000000,0
942,72,12,18477024056,0
943,76,46,4251148871,0
944,69,10,55038515867,0
945,76,52,2581351920,0
946,73,36,8031291804,0
947,77,14,3505445076,0
948,69,18,40543398239,0
949,72,14,20929712611,0
950,67,22,54079650752,0
951,76,34,3466100736,0
952,66,4,111000000000,0
953,71,6,26754119574,0
954,65,28,45695106072,0
955,68,10,51773453648,0
956,76,22,4717107961,0
957,72,24,12549455600,0
958,68,12,49880057948,0
959,71,14,26820988476,0
960,74,20,8831901024,0
961,77,26,2255731680,0
962,77,48,2359643216,0
963,64,20,134000000000,0
964,76,32,3495320700,0
965,75,30,5112702896,0
966,81,66,384039936,0
967,72,18,19437794164,0
968,74,22,8025331740,0
969,62,8,308000000000,0
970,68,36,30129817860,0
971,73,22,12960889524,0
972,79,36,1188810240,0
973,72,40,5557949688,0
974,70,4,43088046183,0
975,74,22,8087592516,0
976,70,14,39772906368,0
977,76,30,4175765400,0
978,70,22,24438244908,0
979,76,42,2651787100,0
980,77,36,2983643196,0
981,74,40,5406881696,0
982,69,20,47458231744,0
983,70,14,30455393544,0
984,69,10,33376844169,0
985,73,20,13140316508,0
986,64,6,87122265120,0
987,77,32,3012471352,0
988,70,24,24245515008,0
989,70,6,38342221207,0
990,72,24,13314579700,0
991,68,20,55320880864,0
992,77,24,2858342880,0
993,73,14,15173241840,0
994,73,14,15693231430,0
995,74,30,9508749852,0
996,68,22,55764573900,0
997,72,22,16152509568,0
998,72,14,17451602029,0
999,70,14,29503819276,0
1000,69,30,27662935552,0
1001,64,6,180000000000,0
1002,74,26,7511634347,0
1003,72,8,22268203209,0
1004,69,38,13029281299,0
1005,70,10,46916219360,0
1006,68,12,57920522816,0
1007,64,14,111000000000,0
1008,64,8,244000000000,0
1009,73,10,15961043400,0
1010,72,40,12312493044,0
1011,70,12,36080323552,0
1012,71,4,29983239936,0
1013,75,38,2311511580,0
1014,74,16,8732814768,0
1015,72,12,19575897984,0
1016,63,4,282000000000,0
1017,80,28,1263982440,0
1018,74,14,9234610172,0
1019,66,8,137000000000,0
1020,69,20,42799575372,0
1021,71,14,23389270128,0
1022,64,6,215000000000,0
1023,75,44,4070061749,0
1024,72,24,9340797440,0
1025,71,16,19234452636,0
1026,65,14,92328068748,0
1027,73,14,12156346048,0
1028,69,4,50978610824,0
1029,73,22,10640997504,0
1030,68,10,43843386342,0
1031,66,20,64757652193,0
1032,71,20,17399297760,0
1033,70,24,21571666760,0
1034,70,20,29356166686,0
1035,69,10,43013617920,0
1036,70,32,20986701248,0
1037,69,6,62037264864,0
1038,72,22,13450847018,0
1039,79,52,929709120,0
1040,69,14,38096755605,0
1041,69,16,33181020240,0
1042,69,14,33453696723,0
1043,76,18,3801537600,0
1044,68,14,68303881125,0
1045,72,20,16530208415,0
1046,72,22,17045354000,0
1047,70,6,45356050917,0
1048,56,2,1730000000000,0
1049,70,12,38042695056,0
1050,69,20,33081817280,0
1051,72,8,24815468734,0
1052,65,28,141000000000,0
1053,73,14,11065785360,0
1054,75,24,5625155600,0
1055,77,44,2719716048,0
1056,70,20,29983090032,0
1057,74,36,3081066708,0
1058,74,26,5454039591,0
1059,76,36,3421394067,0
1060,75,14,9012924346,0
1061,73,16,12882640872,0
1062,75,22,5055288332,0
1063,69,18,51672538743,0
1064,74,38,6094766385,0
1065,74,14,11109038304,0
1066,78,50,1779855504,0
1067,69,18,55950069312,0
1068,73,28,8126777335,0
